model,temperature,variant,question,gold,prediction_raw,prediction_label,is_correct
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the baseball all star game determine home field advantage,no,"No, the baseball all star",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is st maarten and st martin the same,yes,"No, St. Martin and",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is st maarten and st martin the same,yes,"No, St. Martin and",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is st maarten and st martin the same,yes,"No, St. Martin and",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is st maarten and st martin the same,yes,"No, St. Martin and",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is st maarten and st martin the same,yes,"No, St. Martin and",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,are stop and shop and giant owned by the same company,yes,"No, Stop & Shop",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,are stop and shop and giant owned by the same company,yes,"No, Stop & Shop",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,are stop and shop and giant owned by the same company,yes,"No, they are not owned",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,are stop and shop and giant owned by the same company,yes,"No, Stop & Shop",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,are stop and shop and giant owned by the same company,yes,"Yes, Stop & Shop",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the governor general have to sign all bills passed by federal parliament,yes,"No, the governor general does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the governor general have to sign all bills passed by federal parliament,yes,"No, the governor general does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the governor general have to sign all bills passed by federal parliament,yes,"No, the governor general does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the governor general have to sign all bills passed by federal parliament,yes,"No, the governor general does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the governor general have to sign all bills passed by federal parliament,yes,"No, the governor general does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,can a hiatal hernia cause an irregular heartbeat,yes,Hiatal hernias can,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,can a hiatal hernia cause an irregular heartbeat,yes,Hiatal hernias can,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,can a hiatal hernia cause an irregular heartbeat,yes,"Yes, a hiatal h",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,can a hiatal hernia cause an irregular heartbeat,yes,Hiatal hernias can,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,can a hiatal hernia cause an irregular heartbeat,yes,"No, a hiatal h",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the ivy league have a basketball tournament,yes,"No, the Ivy League",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the ivy league have a basketball tournament,yes,"No, the Ivy League",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the ivy league have a basketball tournament,yes,"No, the Ivy League",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the ivy league have a basketball tournament,yes,"No, the Ivy League",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the ivy league have a basketball tournament,yes,"No, the Ivy League",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does maple syrup come out of the tree sweet,yes,"No, maple syrup",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does maple syrup come out of the tree sweet,yes,"No, maple syrup",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does maple syrup come out of the tree sweet,yes,"no

Question: what",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does maple syrup come out of the tree sweet,yes,"No, maple syrup",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does maple syrup come out of the tree sweet,yes,"No, maple syrup",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is guys grocery games in real grocery store,no,"No, this game is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is guys grocery games in real grocery store,no,"No, this is not a",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is guys grocery games in real grocery store,no,"No, this game is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is guys grocery games in real grocery store,no,"No, guys grocery",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is guys grocery games in real grocery store,no,yes/no only,yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,are $10 000 bills still in circulation,no,"No, $10",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,are $10 000 bills still in circulation,no,"No, they are not.",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,are $10 000 bills still in circulation,no,"No, they are not.",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,are $10 000 bills still in circulation,no,"No, they are not.",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,are $10 000 bills still in circulation,no,"No, $10",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is sodium lactate the same as lactic acid,no,"No, sodium lact",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is sodium lactate the same as lactic acid,no,"No, sodium lact",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is sodium lactate the same as lactic acid,no,"No, sodium lact",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is sodium lactate the same as lactic acid,no,"No, sodium lact",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is sodium lactate the same as lactic acid,no,"No, sodium lact",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,do you get a medal for third place in world cup,yes,"No, you do not get",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,do you get a medal for third place in world cup,yes,"No, you do not get",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,do you get a medal for third place in world cup,yes,"no punctuation, no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,do you get a medal for third place in world cup,yes,"No, you don't",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,do you get a medal for third place in world cup,yes,"No, the medal is not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does dying light enhanced edition come with the base game,yes,"Yes, Dying Light En",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does dying light enhanced edition come with the base game,yes,"Yes, Dying Light En",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does dying light enhanced edition come with the base game,yes,"Yes, Dying Light En",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does dying light enhanced edition come with the base game,yes,"Yes, Dying Light En",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does dying light enhanced edition come with the base game,yes,"No, Dying Light En",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is it possible to die from a bee sting,yes,"No, it is not possible",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is it possible to die from a bee sting,yes,"No, it is not possible",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is it possible to die from a bee sting,yes,"Yes, it is possible to",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is it possible to die from a bee sting,yes,"No, it is not possible",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is it possible to die from a bee sting,yes,"No, it is not possible",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,has cleveland ever beat golden state in the finals,yes,"No, Cleveland has not be",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,has cleveland ever beat golden state in the finals,yes,"No, Cleveland has not be",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,has cleveland ever beat golden state in the finals,yes,"No

Question: what",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,has cleveland ever beat golden state in the finals,yes,"No, Cleveland has not be",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,has cleveland ever beat golden state in the finals,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is molly's game based on a book,yes,Molly's Game is,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is molly's game based on a book,yes,Molly's Game is,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is molly's game based on a book,yes,"No, Molly's",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is molly's game based on a book,yes,Molly's Game is,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is molly's game based on a book,yes,"No, Molly's",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the us court of appeals have original jurisdiction,no,"No, the US Court of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the us court of appeals have original jurisdiction,no,"No, the US Court of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the us court of appeals have original jurisdiction,no,"No, the US Court of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the us court of appeals have original jurisdiction,no,"No, the US Court of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the us court of appeals have original jurisdiction,no,"No, the US Court of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the queen bee die after she stings,no,"No, the queen bee",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the queen bee die after she stings,no,"No, the queen bee",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the queen bee die after she stings,no,"No, the queen bee",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the queen bee die after she stings,no,"No, the queen bee",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the queen bee die after she stings,no,"No, the queen bee",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the government give subsidies to oil companies,yes,"No, the government does not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the government give subsidies to oil companies,yes,"No, the government does not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the government give subsidies to oil companies,yes,"No, the government does not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the government give subsidies to oil companies,yes,"No, the government does not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the government give subsidies to oil companies,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is equity in your home a liquid asset,no,"No, equity in your",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is equity in your home a liquid asset,no,"No, equity in your",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is equity in your home a liquid asset,no,"No, equity in your",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is equity in your home a liquid asset,no,"No, equity in your",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is equity in your home a liquid asset,no,"Yes, equity in your",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is there a monthly fee for google voice,no,"No, there is no month",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is there a monthly fee for google voice,no,"No, there is no month",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is there a monthly fee for google voice,no,"No, there is no month",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is there a monthly fee for google voice,no,"No, there is no month",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is there a monthly fee for google voice,no,"No, there is no month",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does the florida constitution give a minimum age for legislators,yes,"No, the Florida Constitution does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does the florida constitution give a minimum age for legislators,yes,"No, the Florida Constitution does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does the florida constitution give a minimum age for legislators,yes,"No, the Florida Constitution does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does the florida constitution give a minimum age for legislators,yes,"No, the Florida Constitution does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does the florida constitution give a minimum age for legislators,yes,"No, the Florida Constitution does",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is we bought a zoo based on a real story,yes,"No, we did not buy",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is we bought a zoo based on a real story,yes,"No, we did not buy",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is we bought a zoo based on a real story,yes,"No punctuation, no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is we bought a zoo based on a real story,yes,"No, we did not buy",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is we bought a zoo based on a real story,yes,"No, we did not buy",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,did olivia from law and order have a baby,no,"Yes, Olivia was pre",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,did olivia from law and order have a baby,no,"Yes, Olivia was pre",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,did olivia from law and order have a baby,no,"Yes, Olivia was pre",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,did olivia from law and order have a baby,no,"Yes, Olivia was pre",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,did olivia from law and order have a baby,no,"No, Olivia from Law",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,was the love boat filmed on a ship,yes,"No, the Love Boat",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,was the love boat filmed on a ship,yes,"No, the Love Boat",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,was the love boat filmed on a ship,yes,"No, the Love Boat",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,was the love boat filmed on a ship,yes,"No, the Love Boat",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,was the love boat filmed on a ship,yes,"no

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the isle of man a part of great britain,no,"No, the Isle of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the isle of man a part of great britain,no,"No, the Isle of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the isle of man a part of great britain,no,"No, the Isle of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the isle of man a part of great britain,no,"No, the Isle of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the isle of man a part of great britain,no,"No, the Isle of",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does it always rain when there's lightning,no,"No, it doesn't",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does it always rain when there's lightning,no,"yes, it always rains",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does it always rain when there's lightning,no,"yes, it always rains",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does it always rain when there's lightning,no,"No, it doesn't",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does it always rain when there's lightning,no,"No

Based on",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,has anyone hit a hole in one on a par 5,yes,"Yes, there have been several",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,has anyone hit a hole in one on a par 5,yes,"No, no one has hit",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,has anyone hit a hole in one on a par 5,yes,"Yes, it happened on the",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,has anyone hit a hole in one on a par 5,yes,"No, but I have hit",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,has anyone hit a hole in one on a par 5,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,has brazil ever been eliminated in the group stage,no,"No, Brazil has never been",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,has brazil ever been eliminated in the group stage,no,"No, Brazil has never been",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,has brazil ever been eliminated in the group stage,no,"Yes, Brazil was eliminated",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,has brazil ever been eliminated in the group stage,no,"No, Brazil has never been",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,has brazil ever been eliminated in the group stage,no,"No
Brazil has",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,do all xbox 360 discs work on xbox one,no,"Yes, all Xbox",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,do all xbox 360 discs work on xbox one,no,"No, not all Xbox",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,do all xbox 360 discs work on xbox one,no,"No, not all Xbox",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,do all xbox 360 discs work on xbox one,no,"No, not all Xbox",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,do all xbox 360 discs work on xbox one,no,"Yes, all Xbox",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the scottish £1 note still legal tender,yes,"Yes, the Scottish £1",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the scottish £1 note still legal tender,yes,"Yes, the Scottish £1",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the scottish £1 note still legal tender,yes,"Yes, the Scottish £1",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the scottish £1 note still legal tender,yes,"Yes, the Scottish £1",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the scottish £1 note still legal tender,yes,"No, the Scottish £1",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does stefan turn his humanity off in season 6,yes,"No, Stefan does not turn",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does stefan turn his humanity off in season 6,yes,"No, Stefan does not turn",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does stefan turn his humanity off in season 6,yes,"No, Stefan does not turn",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does stefan turn his humanity off in season 6,yes,"No, Stefan does not turn",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does stefan turn his humanity off in season 6,yes,"No, Stefan does not turn",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the book the outsiders based on a true story,no,"No, the book The Out",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the book the outsiders based on a true story,no,"No, the book The Out",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the book the outsiders based on a true story,no,"No, the book The Out",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the book the outsiders based on a true story,no,"No, the book The Out",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the book the outsiders based on a true story,no,"No, the book The Out",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does only the winner get money on tipping point,yes,"No, only the winner gets",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does only the winner get money on tipping point,yes,"No, only the winner gets",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does only the winner get money on tipping point,yes,"No, the winner does not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does only the winner get money on tipping point,yes,"No, the winner gets money",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does only the winner get money on tipping point,yes,"Yes, only the winner gets",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is lord of all hopefulness a funeral hymn,yes,"No, Lord of All Hope",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is lord of all hopefulness a funeral hymn,yes,"No, it is not a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is lord of all hopefulness a funeral hymn,yes,"No, lord of all hope",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is lord of all hopefulness a funeral hymn,yes,"No, Lord of All Hope",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is lord of all hopefulness a funeral hymn,yes,"Yes, lord of all hope",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,does a bumble bee die after stinging someone,no,"No, a bumble be",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,does a bumble bee die after stinging someone,no,"No, a bumble be",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,does a bumble bee die after stinging someone,no,"No, a bumble be",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,does a bumble bee die after stinging someone,no,"No, a bumble be",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,does a bumble bee die after stinging someone,no,"No

Based on",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,do cows need to get pregnant to give milk,yes,"No, cows do not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,do cows need to get pregnant to give milk,yes,"No, cows do not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,do cows need to get pregnant to give milk,yes,"No, cows do not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,do cows need to get pregnant to give milk,yes,"No, cows do not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,do cows need to get pregnant to give milk,yes,"No, cows do not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,can you use a credit card number without the card,yes,"No, you cannot use a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,can you use a credit card number without the card,yes,"Yes, you can use a",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,can you use a credit card number without the card,yes,"no

Question: can",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,can you use a credit card number without the card,yes,"No, you cannot use a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,can you use a credit card number without the card,yes,"Yes, we can use a",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is the movie a mountain between us a true story,no,"No, the movie is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is the movie a mountain between us a true story,no,"No, the movie is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is the movie a mountain between us a true story,no,"No, the movie is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is the movie a mountain between us a true story,no,"No, the movie is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is the movie a mountain between us a true story,no,"No, the movie is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,has anyone hit 4 homeruns in a game,yes,"Yes, it happened on July",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,has anyone hit 4 homeruns in a game,yes,"Yes, it happened in",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,has anyone hit 4 homeruns in a game,yes,"Yes, it happened in",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,has anyone hit 4 homeruns in a game,yes,"No, no one has ever",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,has anyone hit 4 homeruns in a game,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,was chariots of fire based on a true story,yes,"No, Chariots of",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,was chariots of fire based on a true story,yes,"No, Chariots of",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,was chariots of fire based on a true story,yes,"No, Chariots of",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,was chariots of fire based on a true story,yes,"No, Chariots of",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,was chariots of fire based on a true story,yes,"No, chariots of",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,is australian sign language the same as american,no,"No, Australian Sign Language (",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,is australian sign language the same as american,no,"No, Australian Sign Language (",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,is australian sign language the same as american,no,"No, Australian Sign Language (",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,is australian sign language the same as american,no,"No, Australian Sign Language (",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,is australian sign language the same as american,no,"No, Australian Sign Language (",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,direct,do all the numbers on a roulette wheel add up to 666,yes,"No, not all the numbers",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,role_expert,do all the numbers on a roulette wheel add up to 666,yes,"No, not all the numbers",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,constraints,do all the numbers on a roulette wheel add up to 666,yes,"No, the numbers on a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,step_by_step,do all the numbers on a roulette wheel add up to 666,yes,"No, not all the numbers",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0,minimal,do all the numbers on a roulette wheel add up to 666,yes,"No

Based on",no,0
